"ID","Tram","ThoiGian","ViDo","KinhDo","KhoangCach","HuongGoc","Goc","DiaHinh_Cao","DiaHinh_DoDoc","DiaHinh_HuongDoc","DiaHinh_Xa","DiaHinh_MaXa","DiaHinh_Huyen","DiaHinh_MaHuyen","DiaHinh_Tinh","DiaHinh_MaTinh","LDLR","SLDLR","Lo","Khoanh","TieuKhu","MGo","MDSD","NhietDo","DoAm","TocDoGio","ChisoP","NguyCo","DoCaoDamChay","TocDoLanTran","DuongKinh","KhoangCachTiepCan","PhuongPhap","ChienLuoc","ChienThuat","KyThuat","NhanLuc","PhuongTien","ChuRung","ImagePath"
48,SocSon,"15 giờ 05 phút ngày 19/09/2025","21.279864316963785","105.82058009370328","500.37516982492383",Đông,"60","65.0","19.683972254282494","197.19854122006586",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"75","17","409","74.6",Phòng hộ môi sinh,"33.53","55.0","1.0","0.0",I,"0.3542689743132942","0.039295269227617446",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke48.jpg
49,SocSon,"16 giờ 23 phút ngày 19/09/2025","21.267153296241794","105.82959794826819","1901.474096845475",Nam,"120","57.0","14.107221502263931","119.05460409907714",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"56","21","418","67.2",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke49.jpg
50,SocSon,"16 giờ 45 phút ngày 19/09/2025","21.281068607788843","105.81874674606222","400.2999652593078",Đông Bắc,"30","59.0","4.0706972844315175","300.9637565320735",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"58","17","409","60.9",Phòng hộ môi sinh,"32.28","63.0","0.4","0.0",I,"0.3542689743132942","0.007580102681210191",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke50.jpg
51,SocSon,"16 giờ 54 phút ngày 19/09/2025","21.279874105930844","105.82057696513056","500.3751572456783",Đông,"60","65.0","19.683972254282494","197.19854122006586",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"75","17","409","74.6",Phòng hộ môi sinh,"32.28","63.0","0.0","0.0",I,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke51.jpg
53,SocSon,"10 giờ 31 phút ngày 20/09/2025","21.281150632520763","105.81685223189115","300.2260482033838",Bắc,"360","75.0","12.123716749635888","245.37643521383637",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"50","17","409","83.0",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke53.jpg
54,SocSon,"15 giờ 24 phút ngày 20/09/2025","21.280997142219373","105.81881789029309","400.2999275955231",Đông Bắc,"30","59.0","4.0706972844315175","300.9637565320735",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"58","17","409","60.9",Phòng hộ môi sinh,"34.99","52.0","0.8","0.0",I,"0.3542689743132942","0.010440205362420383",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke54.jpg
55,SocSon,"15 giờ 30 phút ngày 20/09/2025","21.26957601327228","105.82674022928495","1501.1569997705308",Nam,"120","50.0","6.3742402064775145","100.4914770123316",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"21","21","418","71.5",Phòng hộ môi sinh,"34.99","52.0","0.8","0.0",I,"0.3542689743132942","0.01367717870004679",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke55.jpg
56,SocSon,"15 giờ 36 phút ngày 20/09/2025","21.2797938119719","105.8206018643414","500.37526222098285",Đông,"60","65.0","19.683972254282494","197.19854122006586",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"75","17","409","74.6",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke56.jpg
57,SocSon,"16 giờ 38 phút ngày 20/09/2025","21.26958277810252","105.82674672962654","1501.157011330416",Nam,"120","50.0","6.3742402064775145","100.4914770123316",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"21","21","418","71.5",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke57.jpg
58,SocSon,"16 giờ 45 phút ngày 20/09/2025","21.2796864815482","105.82063246495713","500.37540863174144",Đông,"60","69.0","10.362011056828496","237.72435568542238",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"75","17","409","74.6",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke58.jpg
59,SocSon,"09 giờ 08 phút ngày 25/09/2025","21.268301433596605","105.81240838362476","1200.9091265699967",Tây,"180","51.0","14.763653970480833","171.11934084947976",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Keo,"44","1","409","64.0",Phòng hộ môi sinh,"24.38","89.0","1.0","80.59",I,"0.3532398726580205","0.03095110914529387",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke59.jpg
60,SocSon,"10 giờ 42 phút ngày 25/09/2025","21.281208932238865","105.81526814752075","300.22615357493976",Đông Nam,"330","58.0","12.021960939873525","353.418055344822",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng khác,Vải,"49","17","409","126.0",Phòng hộ môi sinh,"24.24","91.0","1.5","0.0",I,"0.33867036811169315","0.03870421499297336",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke60.jpg
62,SocSon,"11 giờ 08 phút ngày 26/09/2025","21.280487971346524","105.81800550265314","300.2253248442452",Đông Bắc,"30","50.0","10.133436143752952","318.6913859864513",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"58","17","409","60.9",Phòng hộ môi sinh,"26.69","86.0","1.4","0.0",I,"0.3542689743132942","0.02963940090562065",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke62.jpg
63,SocSon,"11 giờ 21 phút ngày 26/09/2025","21.2799915403231","105.82053739149393","500.37501132930817",Đông,"60","65.0","19.683972254282494","197.19854122006586",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"75","17","409","74.6",Phòng hộ môi sinh,"26.69","86.0","1.4","0.0",I,"0.3542689743132942","0.053125376918664424",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke63.jpg
64,SocSon,"11 giờ 33 phút ngày 26/09/2025","21.28107609421552","105.81873906624632","400.2999696634254",Đông Bắc,"30","59.0","4.0706972844315175","300.9637565320735",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"58","17","409","60.9",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke64.jpg
65,SocSon,"16 giờ 25 phút ngày 26/09/2025","21.269487820825212","105.82665467330374","1501.156842710725",Nam,"120","50.0","6.3742402064775145","100.4914770123316",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"21","21","418","71.5",Phòng hộ môi sinh,"28.96","83.0","0.4","0.0",I,"0.3542689743132942","0.009198589350023394",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke65.jpg
66,SocSon,"16 giờ 27 phút ngày 26/09/2025","21.267076738355925","105.82952364679717","1901.473923823958",Nam,"120","57.0","14.107221502263931","119.05460409907714",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"54","21","418","69.3",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke66.jpg
67,SocSon,"16 giờ 43 phút ngày 26/09/2025","21.2680562773884","105.81336786870109","1200.90734059424",Tây,"180","70.0","8.835964583923431","96.00900595749452",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Keo,"45","1","409","72.5",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke67.jpg
68,SocSon,"14 giờ 41 phút ngày 27/09/2025","21.281147758142225","105.81686159431996","300.2260431994479",Bắc,"360","75.0","12.123716749635888","245.37643521383637",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"50","17","409","83.0",Phòng hộ môi sinh,"30.59","68.0","2.0","0.0",I,"0.3542689743132942","0.04731107513899669",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke68.jpg
69,SocSon,"14 giờ 44 phút ngày 27/09/2025","21.279995350655465","105.82053604373883","500.37500675338873",Đông,"60","68.0","20.107942779615442","194.8083770390424",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"75","17","409","74.6",Phòng hộ môi sinh,"30.59","68.0","1.1","0.0",I,"0.3542689743132942","0.04357197961372965",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke69.jpg
70,SocSon,"16 giờ 06 phút ngày 27/09/2025","21.279786669231285","105.82060399558125","500.3752717525117",Đông,"60","65.0","19.683972254282494","197.19854122006586",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"75","17","409","74.6",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke70.jpg
71,SocSon,"12 giờ 31 phút ngày 28/09/2025","21.26708337614962","105.82953012472908","1901.4739391787186",Nam,"120","57.0","14.107221502263931","119.05460409907714",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"54","21","418","69.3",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke71.jpg
72,SocSon,"11 giờ 26 phút ngày 29/09/2025","21.26888096199234","105.82736791966072","1601.2357659517425",Nam,"120","54.0","24.11992667257426","19.093492000485615",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"23","21","418","64.0",Phòng hộ môi sinh,"24.75","93.0","4.3","0.0",I,"0.3542689743132942","0.18689856005028654",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke72.jpg
73,SocSon,"11 giờ 29 phút ngày 29/09/2025","21.26948331181559","105.82665025821201","1501.1568343626077",Nam,"120","50.0","6.3742402064775145","100.4914770123316",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"21","21","418","71.5",Phòng hộ môi sinh,"24.75","93.0","4.7","0.0",I,"0.3542689743132942","0.057343424862774876",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke73.jpg
74,SocSon,"11 giờ 33 phút ngày 29/09/2025","21.268878932189118","105.82736593251006","1601.2357619466604",Nam,"120","54.0","24.11992667257426","19.093492000485615",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"23","21","418","64.0",Phòng hộ môi sinh,"24.75","93.0","2.7","0.0",I,"0.3542689743132942","0.11911118886878458",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke74.jpg
75,SocSon,"11 giờ 43 phút ngày 29/09/2025","21.27942382046176","105.81319611666851","300.2255284964525",Đông Bắc,"270","70.0","28.640189638147362","335.34410125591836",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông + Keo,"20","19","409","69.3",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke75.jpg
76,SocSon,"11 giờ 46 phút ngày 29/09/2025","21.269444091261434","105.82661168482927","1501.156760435387",Nam,"120","50.0","6.3742402064775145","100.4914770123316",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"21","21","418","71.5",Phòng hộ môi sinh,"24.75","93.0","3.5","0.0",I,"0.3542689743132942","0.0439076568127047",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke76.jpg
77,SocSon,"11 giờ 48 phút ngày 29/09/2025","21.27596761435992","105.82519124983527","1000.7624881016235",Đông Nam,"90","97.0","20.73208196270035","154.5366549381284",Phù Linh,"400",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"44","17","400","113.5",Phòng hộ môi sinh,"24.75","93.0","1.2","0.0",I,"0.3542689743132942","0.048419552483576184",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke77.jpg
78,SocSon,"11 giờ 52 phút ngày 29/09/2025","21.268859271208846","105.82734664518858","1601.2357228225123",Nam,"120","54.0","24.11992667257426","19.093492000485615",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"23","21","418","64.0",Phòng hộ môi sinh,"24.75","93.0","1.5","0.0",I,"0.3542689743132942","0.0682706604826581",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke78.jpg
80,SocSon,"12 giờ 27 phút ngày 29/09/2025","21.269428664749608","105.82659642897441","1501.156730711607",Nam,"120","50.0","6.3742402064775145","100.4914770123316",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"21","21","418","71.5",Phòng hộ môi sinh,"25.64","91.0","3.1","0.0",I,"0.3542689743132942","0.03942906746268131",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke80.jpg
85,SocSon,"14 giờ 19 phút ngày 29/09/2025","21.279502663547017","105.82067789918041","500.37567388822424",Đông,"60","69.0","10.362011056828496","237.72435568542238",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"75","17","409","74.6",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke85.jpg
87,SocSon,"14 giờ 25 phút ngày 29/09/2025","21.268880110935534","105.82736708658","1601.2357642721763",Nam,"120","54.0","24.11992667257426","19.093492000485615",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"23","21","418","64.0",Phòng hộ môi sinh,"24.79","92.0","3.0","0.0",I,"0.3542689743132942","0.1318213209653162",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke87.jpg
89,SocSon,"08 giờ 21 phút ngày 30/09/2025","21.27344610460668","105.81416933212388","600.4535941353736",Tây,"180","41.0","11.110304981195037","13.17255342332689",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"126","19","409","49.5",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke89.jpg
90,SocSon,"08 giờ 24 phút ngày 30/09/2025","21.27671439525208","105.8138605420624","300.227294523792",Tây Bắc,"210","58.0","11.945006727351688","0.0",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"72","19","409","64.0",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke90.jpg
92,SocSon,"09 giờ 29 phút ngày 30/09/2025","21.268878919371247","105.8273659199591","1601.2357619209185",Nam,"120","54.0","24.11992667257426","19.093492000485615",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"23","21","418","64.0",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke92.jpg
93,SocSon,"09 giờ 43 phút ngày 30/09/2025","21.267089714758153","105.82953630431203","1901.4739537788435",Nam,"120","57.0","14.107221502263931","119.05460409907714",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"54","21","418","69.3",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke93.jpg
95,SocSon,"10 giờ 29 phút ngày 30/09/2025","21.269416920978667","105.82658478317039","1501.156707836956",Nam,"120","50.0","6.3742402064775145","100.4914770123316",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"21","21","418","71.5",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke95.jpg
96,SocSon,"10 giờ 30 phút ngày 30/09/2025","21.268883640633064","105.8273705408496","1601.2357712274438",Nam,"120","54.0","24.11992667257426","19.093492000485615",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"23","21","418","64.0",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke96.jpg
97,SocSon,"11 giờ 03 phút ngày 30/09/2025","21.26949337244178","105.82666010378297","1501.156852947109",Nam,"120","50.0","6.3742402064775145","100.4914770123316",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"21","21","418","71.5",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke97.jpg
98,SocSon,"11 giờ 46 phút ngày 30/09/2025","21.268883412146174","105.82737031731503","1601.235770778711",Nam,"120","54.0","24.11992667257426","19.093492000485615",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"23","21","418","64.0",Phòng hộ môi sinh,"28.11","89.0","1.4","0.0",I,"0.3542689743132942","0.06403394978381423",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke98.jpg
100,SocSon,"14 giờ 06 phút ngày 30/09/2025","21.28122575017593","105.81534752481726","300.2261853567866",Đông Nam,"330","54.0","6.764330334603348","300.9637565320735",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng khác,Vải,"49","17","409","126.0",Phòng hộ môi sinh,"27.8","88.0","0.4","0.0",I,"0.33867036811169315","0.009819122792016435",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke100.jpg
103,SocSon,"15 giờ 05 phút ngày 30/09/2025","21.28114855349536","105.81685901439437","300.2260445822922",Bắc,"0","75.0","12.123716749635888","245.37643521383637",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"50","17","409","83.0",Phòng hộ môi sinh,"27.69","89.0","2.2","0.0",I,"0.3542689743132942","0.05157018265289636",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke103.jpg
104,SocSon,"15 giờ 07 phút ngày 30/09/2025","21.27993367212782","105.82055736554675","500.3750820607953",Đông,"60","65.0","19.683972254282494","197.19854122006586",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"75","17","409","74.6",Phòng hộ môi sinh,"27.69","89.0","2.5","0.0",I,"0.3542689743132942","0.09115817306904361",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke104.jpg
105,SocSon,"09 giờ 52 phút ngày 01/10/2025","21.267170578402464","105.82961459682761","1901.4741346715307",Nam,"120","57.0","14.107221502263931","119.05460409907714",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"56","21","418","67.2",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke105.jpg
106,SocSon,"08 giờ 35 phút ngày 03/10/2025","21.276160351814134","105.82525160295411","1000.7619869663973",Đông Nam,"90","92.0","21.835228063663944","150.8323866204222",Phù Linh,"400",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"44","17","400","113.5",Phòng hộ môi sinh,"26.98","83.0","0.5","0.0",I,"0.3542689743132942","0.023896995354262353",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke106.jpg
107,SocSon,"08 giờ 36 phút ngày 03/10/2025","21.2666031384367","105.83036573924694","2001.5540610229712",Nam,"120","61.0","12.31611667078156","26.56505117707799",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"56","21","418","67.2",Phòng hộ môi sinh,"26.98","83.0","0.5","0.0",I,"0.3542689743132942","0.015536745833361319",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke107.jpg
108,SocSon,"08 giờ 47 phút ngày 03/10/2025","21.2671152970823","105.82956118175646","1901.4740120807571",Nam,"120","57.0","14.107221502263931","119.05460409907714",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"56","21","418","67.2",Phòng hộ môi sinh,"26.98","83.0","1.0","0.0",I,"0.3542689743132942","0.02949960114926959",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke108.jpg
109,SocSon,"10 giờ 46 phút ngày 05/10/2025","21.280983119352097","105.8188314043816","400.29992112348543",Đông Bắc,"30","59.0","4.0706972844315175","300.9637565320735",Quang Tiến,"409",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"58","17","409","60.9",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke109.jpg
110,SocSon,"15 giờ 32 phút ngày 05/10/2025","21.276116994130323","105.82523846181539","1000.7621017413281",Đông Nam,"90","92.0","21.835228063663944","150.8323866204222",Phù Linh,"400",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"44","17","400","113.5",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke110.jpg
111,SocSon,"15 giờ 34 phút ngày 05/10/2025","21.267134684436947","105.82957996784508","1901.4740556018176",Nam,"120","57.0","14.107221502263931","119.05460409907714",Tiên Dược,"418",Sóc Sơn,"16",Hà Nội,"1",Rừng trồng gỗ,Thông,"56","21","418","67.2",Phòng hộ môi sinh,,,,,Không xác định,"0.3542689743132942","0.00472",,"0.0",Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,TTPT Lâm Nghiệp Hà Nội,/media/images/hanoi/SocSon/smoke111.jpg
