"ID","NhietDo","DoAm","TocDoGio","HuongGio","LuongMua","ThoiGian","KHTram","MaTram","P","NguyCo"
14963,23.5000000000,88.4000000000,1.0000000000,159.0000000000,0.0000000000,2025-03-14 04:00:00.000,SocSon,"2",1432.8700000000,I
14962,23.5000000000,88.4000000000,1.6000000000,146.0000000000,0.0000000000,2025-03-14 03:59:00.000,SocSon,"2",1432.8700000000,I
14961,23.5000000000,88.5000000000,0.6000000000,169.0000000000,0.0000000000,2025-03-14 03:58:00.000,SocSon,"2",1432.8700000000,I
14960,23.5000000000,88.4000000000,1.6000000000,169.0000000000,0.0000000000,2025-03-14 03:57:00.000,SocSon,"2",1432.8700000000,I
14959,23.5000000000,88.4000000000,1.2000000000,121.0000000000,0.0000000000,2025-03-14 03:56:00.000,SocSon,"2",1432.8700000000,I
14958,23.5000000000,88.5000000000,1.8000000000,127.0000000000,0.0000000000,2025-03-14 03:55:00.000,SocSon,"2",1432.8700000000,I
14957,23.5000000000,88.4000000000,1.2000000000,126.0000000000,0.0000000000,2025-03-14 03:54:00.000,SocSon,"2",1432.8700000000,I
14956,23.5000000000,88.4000000000,1.0000000000,213.0000000000,0.0000000000,2025-03-14 03:53:00.000,SocSon,"2",1432.8700000000,I
14955,23.5000000000,88.5000000000,0.6000000000,192.0000000000,0.0000000000,2025-03-14 03:52:00.000,SocSon,"2",1432.8700000000,I
14954,23.5000000000,88.4000000000,1.4000000000,169.0000000000,0.0000000000,2025-03-14 03:51:00.000,SocSon,"2",1432.8700000000,I
14953,23.6000000000,88.4000000000,1.4000000000,150.0000000000,0.0000000000,2025-03-14 03:50:00.000,SocSon,"2",1432.8700000000,I
14952,23.6000000000,88.4000000000,1.0000000000,125.0000000000,0.0000000000,2025-03-14 03:49:00.000,SocSon,"2",1432.8700000000,I
14951,23.6000000000,88.5000000000,1.2000000000,145.0000000000,0.0000000000,2025-03-14 03:48:00.000,SocSon,"2",1432.8700000000,I
14950,23.5000000000,88.5000000000,1.4000000000,144.0000000000,0.0000000000,2025-03-14 03:47:00.000,SocSon,"2",1432.8700000000,I
14949,23.5000000000,88.5000000000,1.8000000000,121.0000000000,0.0000000000,2025-03-14 03:46:00.000,SocSon,"2",1432.8700000000,I
14948,23.5000000000,88.5000000000,1.0000000000,167.0000000000,0.0000000000,2025-03-14 03:45:00.000,SocSon,"2",1432.8700000000,I
14947,23.5000000000,88.5000000000,0.8000000000,217.0000000000,0.0000000000,2025-03-14 03:44:00.000,SocSon,"2",1432.8700000000,I
14946,23.5000000000,88.5000000000,0.8000000000,128.0000000000,0.0000000000,2025-03-14 03:43:00.000,SocSon,"2",1432.8700000000,I
14945,23.5000000000,88.5000000000,2.1000000000,169.0000000000,0.0000000000,2025-03-14 03:42:00.000,SocSon,"2",1432.8700000000,I
14944,23.5000000000,88.5000000000,2.9000000000,169.0000000000,0.0000000000,2025-03-14 03:41:00.000,SocSon,"2",1432.8700000000,I
14943,23.5000000000,88.5000000000,1.8000000000,165.0000000000,0.0000000000,2025-03-14 03:40:00.000,SocSon,"2",1432.8700000000,I
14942,23.6000000000,88.5000000000,1.2000000000,169.0000000000,0.0000000000,2025-03-14 03:39:00.000,SocSon,"2",1432.8700000000,I
14941,23.5000000000,88.4000000000,1.0000000000,169.0000000000,0.0000000000,2025-03-14 03:38:00.000,SocSon,"2",1432.8700000000,I
14940,23.5000000000,88.4000000000,1.0000000000,145.0000000000,0.0000000000,2025-03-14 03:37:00.000,SocSon,"2",1432.8700000000,I
14939,23.6000000000,88.4000000000,1.0000000000,146.0000000000,0.0000000000,2025-03-14 03:36:00.000,SocSon,"2",1432.8700000000,I
14938,23.6000000000,88.5000000000,1.8000000000,141.0000000000,0.0000000000,2025-03-14 03:35:00.000,SocSon,"2",1432.8700000000,I
14937,23.6000000000,88.4000000000,0.8000000000,193.0000000000,0.0000000000,2025-03-14 03:34:00.000,SocSon,"2",1432.8700000000,I
14936,23.6000000000,88.5000000000,0.5000000000,145.0000000000,0.0000000000,2025-03-14 03:33:00.000,SocSon,"2",1432.8700000000,I
14935,23.5000000000,88.5000000000,0.6000000000,180.0000000000,0.0000000000,2025-03-14 03:32:00.000,SocSon,"2",1432.8700000000,I
14934,23.5000000000,88.5000000000,1.2000000000,142.0000000000,0.0000000000,2025-03-14 03:31:00.000,SocSon,"2",1432.8700000000,I
14933,23.5000000000,88.4000000000,1.4000000000,170.0000000000,0.0000000000,2025-03-14 03:30:00.000,SocSon,"2",1432.8700000000,I
14932,23.5000000000,88.4000000000,1.4000000000,153.0000000000,0.0000000000,2025-03-14 03:29:00.000,SocSon,"2",1432.8700000000,I
14931,23.6000000000,88.4000000000,2.0000000000,145.0000000000,0.0000000000,2025-03-14 03:28:00.000,SocSon,"2",1432.8700000000,I
14930,23.6000000000,88.4000000000,1.2000000000,169.0000000000,0.0000000000,2025-03-14 03:27:00.000,SocSon,"2",1432.8700000000,I
14929,23.6000000000,88.4000000000,2.0000000000,121.0000000000,0.0000000000,2025-03-14 03:26:00.000,SocSon,"2",1432.8700000000,I
14928,23.6000000000,88.4000000000,1.1000000000,145.0000000000,0.0000000000,2025-03-14 03:25:00.000,SocSon,"2",1432.8700000000,I
14927,23.6000000000,88.4000000000,1.7000000000,149.0000000000,0.0000000000,2025-03-14 03:24:00.000,SocSon,"2",1432.8700000000,I
14926,23.6000000000,88.4000000000,1.0000000000,186.0000000000,0.0000000000,2025-03-14 03:23:00.000,SocSon,"2",1432.8700000000,I
14925,23.6000000000,88.4000000000,1.0000000000,145.0000000000,0.0000000000,2025-03-14 03:22:00.000,SocSon,"2",1432.8700000000,I
14924,23.6000000000,88.4000000000,0.8000000000,169.0000000000,0.0000000000,2025-03-14 03:21:00.000,SocSon,"2",1432.8700000000,I
14923,23.6000000000,88.4000000000,0.6000000000,145.0000000000,0.0000000000,2025-03-14 03:20:00.000,SocSon,"2",1432.8700000000,I
14922,23.6000000000,88.3000000000,1.0000000000,133.0000000000,0.0000000000,2025-03-14 03:19:00.000,SocSon,"2",1432.8700000000,I
14921,23.6000000000,88.3000000000,1.2000000000,121.0000000000,0.0000000000,2025-03-14 03:18:00.000,SocSon,"2",1432.8700000000,I
14920,23.6000000000,88.3000000000,1.0000000000,139.0000000000,0.0000000000,2025-03-14 03:17:00.000,SocSon,"2",1432.8700000000,I
14919,23.6000000000,88.2000000000,1.6000000000,143.0000000000,0.0000000000,2025-03-14 03:16:00.000,SocSon,"2",1432.8700000000,I
14918,23.6000000000,88.1000000000,1.8000000000,135.0000000000,0.0000000000,2025-03-14 03:15:00.000,SocSon,"2",1432.8700000000,I
14917,23.6000000000,88.1000000000,2.7000000000,121.0000000000,0.0000000000,2025-03-14 03:14:00.000,SocSon,"2",1432.8700000000,I
14916,23.7000000000,88.1000000000,1.2000000000,130.0000000000,0.0000000000,2025-03-14 03:13:00.000,SocSon,"2",1432.8700000000,I
14915,23.7000000000,88.0000000000,2.1000000000,73.0000000000,0.0000000000,2025-03-14 03:12:00.000,SocSon,"2",1432.8700000000,I
14914,23.7000000000,88.0000000000,1.4000000000,141.0000000000,0.0000000000,2025-03-14 03:11:00.000,SocSon,"2",1432.8700000000,I
14913,23.8000000000,87.9000000000,1.8000000000,118.0000000000,0.0000000000,2025-03-14 03:10:00.000,SocSon,"2",1432.8700000000,I
14912,23.8000000000,88.0000000000,0.5000000000,121.0000000000,0.0000000000,2025-03-14 03:09:00.000,SocSon,"2",1432.8700000000,I
14911,23.8000000000,87.9000000000,0.0000000000,217.0000000000,0.0000000000,2025-03-14 03:08:00.000,SocSon,"2",1432.8700000000,I
14910,23.8000000000,88.0000000000,0.0000000000,217.0000000000,0.0000000000,2025-03-14 03:07:00.000,SocSon,"2",1432.8700000000,I
14909,23.7000000000,88.0000000000,0.5000000000,169.0000000000,0.0000000000,2025-03-14 03:06:00.000,SocSon,"2",1432.8700000000,I
14908,23.8000000000,87.9000000000,0.0000000000,169.0000000000,0.0000000000,2025-03-14 03:05:00.000,SocSon,"2",1432.8700000000,I
14907,23.8000000000,87.9000000000,0.4000000000,169.0000000000,0.0000000000,2025-03-14 03:04:00.000,SocSon,"2",1432.8700000000,I
14906,23.8000000000,88.0000000000,0.0000000000,121.0000000000,0.0000000000,2025-03-14 03:03:00.000,SocSon,"2",1432.8700000000,I
14905,23.8000000000,88.2000000000,0.0000000000,121.0000000000,0.0000000000,2025-03-14 03:02:00.000,SocSon,"2",1432.8700000000,I
14904,23.7000000000,88.2000000000,0.0000000000,121.0000000000,0.0000000000,2025-03-14 03:01:00.000,SocSon,"2",1432.8700000000,I
14903,23.7000000000,88.4000000000,0.0000000000,121.0000000000,0.0000000000,2025-03-14 03:00:00.000,SocSon,"2",1432.8700000000,I
14902,23.6000000000,88.5000000000,0.0000000000,121.0000000000,0.0000000000,2025-03-14 02:59:00.000,SocSon,"2",1432.8700000000,I
14901,23.6000000000,88.5000000000,0.2000000000,121.0000000000,0.0000000000,2025-03-14 02:58:00.000,SocSon,"2",1432.8700000000,I
14900,23.6000000000,88.4000000000,0.9000000000,169.0000000000,0.0000000000,2025-03-14 02:57:00.000,SocSon,"2",1432.8700000000,I
14899,23.6000000000,88.5000000000,1.4000000000,168.0000000000,0.0000000000,2025-03-14 02:56:00.000,SocSon,"2",1432.8700000000,I
14898,23.6000000000,88.5000000000,0.7000000000,145.0000000000,0.0000000000,2025-03-14 02:55:00.000,SocSon,"2",1432.8700000000,I
14897,23.6000000000,88.5000000000,0.8000000000,145.0000000000,0.0000000000,2025-03-14 02:54:00.000,SocSon,"2",1432.8700000000,I
14896,23.6000000000,88.6000000000,0.4000000000,144.0000000000,0.0000000000,2025-03-14 02:53:00.000,SocSon,"2",1432.8700000000,I
14895,23.6000000000,88.6000000000,0.6000000000,121.0000000000,0.0000000000,2025-03-14 02:52:00.000,SocSon,"2",1432.8700000000,I
14894,23.6000000000,88.6000000000,0.9000000000,159.0000000000,0.0000000000,2025-03-14 02:51:00.000,SocSon,"2",1432.8700000000,I
14893,23.6000000000,88.7000000000,1.0000000000,121.0000000000,0.0000000000,2025-03-14 02:50:00.000,SocSon,"2",1432.8700000000,I
14892,23.6000000000,88.8000000000,0.8000000000,121.0000000000,0.0000000000,2025-03-14 02:49:00.000,SocSon,"2",1432.8700000000,I
14891,23.5000000000,88.7000000000,0.0000000000,133.0000000000,0.0000000000,2025-03-14 02:48:00.000,SocSon,"2",1432.8700000000,I
14890,23.5000000000,88.8000000000,0.6000000000,145.0000000000,0.0000000000,2025-03-14 02:47:00.000,SocSon,"2",1432.8700000000,I
14889,23.5000000000,88.7000000000,1.2000000000,169.0000000000,0.0000000000,2025-03-14 02:46:00.000,SocSon,"2",1432.8700000000,I
14888,23.5000000000,88.7000000000,1.2000000000,169.0000000000,0.0000000000,2025-03-14 02:45:00.000,SocSon,"2",1432.8700000000,I
14887,23.5000000000,88.7000000000,1.4000000000,169.0000000000,0.0000000000,2025-03-14 02:44:00.000,SocSon,"2",1432.8700000000,I
14886,23.5000000000,88.7000000000,1.0000000000,168.0000000000,0.0000000000,2025-03-14 02:43:00.000,SocSon,"2",1432.8700000000,I
14885,23.5000000000,88.7000000000,1.6000000000,157.0000000000,0.0000000000,2025-03-14 02:42:00.000,SocSon,"2",1432.8700000000,I
14884,23.5000000000,88.7000000000,1.2000000000,169.0000000000,0.0000000000,2025-03-14 02:41:00.000,SocSon,"2",1432.8700000000,I
14883,23.5000000000,88.6000000000,0.6000000000,169.0000000000,0.0000000000,2025-03-14 02:40:00.000,SocSon,"2",1432.8700000000,I
14882,23.6000000000,88.6000000000,0.6000000000,169.0000000000,0.0000000000,2025-03-14 02:39:00.000,SocSon,"2",1432.8700000000,I
14881,23.6000000000,88.6000000000,1.8000000000,145.0000000000,0.0000000000,2025-03-14 02:38:00.000,SocSon,"2",1432.8700000000,I
14880,23.6000000000,88.6000000000,1.2000000000,126.0000000000,0.0000000000,2025-03-14 02:37:00.000,SocSon,"2",1432.8700000000,I
14879,23.6000000000,88.6000000000,0.8000000000,148.0000000000,0.0000000000,2025-03-14 02:36:00.000,SocSon,"2",1432.8700000000,I
14878,23.6000000000,88.5000000000,1.4000000000,172.0000000000,0.0000000000,2025-03-14 02:35:00.000,SocSon,"2",1432.8700000000,I
14877,23.6000000000,88.5000000000,1.2000000000,176.0000000000,0.0000000000,2025-03-14 02:34:00.000,SocSon,"2",1432.8700000000,I
14876,23.6000000000,88.6000000000,1.6000000000,109.0000000000,0.0000000000,2025-03-14 02:33:00.000,SocSon,"2",1432.8700000000,I
14875,23.6000000000,88.6000000000,1.0000000000,172.0000000000,0.0000000000,2025-03-14 02:32:00.000,SocSon,"2",1432.8700000000,I
14874,23.6000000000,88.6000000000,1.2000000000,145.0000000000,0.0000000000,2025-03-14 02:31:00.000,SocSon,"2",1432.8700000000,I
14873,23.6000000000,88.6000000000,1.4000000000,169.0000000000,0.0000000000,2025-03-14 02:30:00.000,SocSon,"2",1432.8700000000,I
14872,23.6000000000,88.7000000000,1.4000000000,123.0000000000,0.0000000000,2025-03-14 02:29:00.000,SocSon,"2",1432.8700000000,I
14871,23.5000000000,88.7000000000,0.8000000000,169.0000000000,0.0000000000,2025-03-14 02:28:00.000,SocSon,"2",1432.8700000000,I
14870,23.6000000000,88.7000000000,1.5000000000,169.0000000000,0.0000000000,2025-03-14 02:27:00.000,SocSon,"2",1432.8700000000,I
14869,23.6000000000,88.7000000000,1.6000000000,113.0000000000,0.0000000000,2025-03-14 02:26:00.000,SocSon,"2",1432.8700000000,I
14868,23.5000000000,88.7000000000,1.2000000000,122.0000000000,0.0000000000,2025-03-14 02:25:00.000,SocSon,"2",1432.8700000000,I
14867,23.6000000000,88.7000000000,2.4000000000,136.0000000000,0.0000000000,2025-03-14 02:24:00.000,SocSon,"2",1432.8700000000,I
14866,23.6000000000,88.7000000000,1.8000000000,112.0000000000,0.0000000000,2025-03-14 02:23:00.000,SocSon,"2",1432.8700000000,I
14865,23.6000000000,88.7000000000,1.8000000000,168.0000000000,0.0000000000,2025-03-14 02:22:00.000,SocSon,"2",1432.8700000000,I
14864,23.5000000000,88.8000000000,0.8000000000,125.0000000000,0.0000000000,2025-03-14 02:21:00.000,SocSon,"2",1432.8700000000,I
14863,23.5000000000,88.7000000000,2.0000000000,129.0000000000,0.0000000000,2025-03-14 02:20:00.000,SocSon,"2",1432.8700000000,I
14862,23.5000000000,88.7000000000,2.2000000000,127.0000000000,0.0000000000,2025-03-14 02:19:00.000,SocSon,"2",1432.8700000000,I
14861,23.5000000000,88.8000000000,1.4000000000,169.0000000000,0.0000000000,2025-03-14 02:18:00.000,SocSon,"2",1432.8700000000,I
14860,23.5000000000,88.8000000000,1.4000000000,169.0000000000,0.0000000000,2025-03-14 02:17:00.000,SocSon,"2",1432.8700000000,I
14859,23.5000000000,88.8000000000,1.4000000000,149.0000000000,0.0000000000,2025-03-14 02:16:00.000,SocSon,"2",1432.8700000000,I
14858,23.5000000000,88.8000000000,1.0000000000,168.0000000000,0.0000000000,2025-03-14 02:15:00.000,SocSon,"2",1432.8700000000,I
14857,23.5000000000,88.7000000000,2.3000000000,130.0000000000,0.0000000000,2025-03-14 02:14:00.000,SocSon,"2",1432.8700000000,I
14856,23.5000000000,88.7000000000,1.6000000000,152.0000000000,0.0000000000,2025-03-14 02:13:00.000,SocSon,"2",1432.8700000000,I
14855,23.6000000000,88.7000000000,2.1000000000,151.0000000000,0.0000000000,2025-03-14 02:12:00.000,SocSon,"2",1432.8700000000,I
14854,23.6000000000,88.7000000000,1.6000000000,217.0000000000,0.0000000000,2025-03-14 02:11:00.000,SocSon,"2",1432.8700000000,I
14853,23.6000000000,88.7000000000,1.0000000000,169.0000000000,0.0000000000,2025-03-14 02:10:00.000,SocSon,"2",1432.8700000000,I
14852,23.6000000000,88.7000000000,0.8000000000,169.0000000000,0.0000000000,2025-03-14 02:09:00.000,SocSon,"2",1432.8700000000,I
14851,23.6000000000,88.8000000000,1.2000000000,121.0000000000,0.0000000000,2025-03-14 02:08:00.000,SocSon,"2",1432.8700000000,I
14850,23.5000000000,88.8000000000,0.8000000000,121.0000000000,0.0000000000,2025-03-14 02:07:00.000,SocSon,"2",1432.8700000000,I
14849,23.5000000000,88.9000000000,0.8000000000,121.0000000000,0.0000000000,2025-03-14 02:06:00.000,SocSon,"2",1432.8700000000,I
14848,23.5000000000,88.9000000000,1.8000000000,122.0000000000,0.0000000000,2025-03-14 02:05:00.000,SocSon,"2",1432.8700000000,I
14847,23.5000000000,88.9000000000,1.0000000000,235.0000000000,0.0000000000,2025-03-14 02:04:00.000,SocSon,"2",1432.8700000000,I
14846,23.5000000000,89.0000000000,0.7000000000,145.0000000000,0.0000000000,2025-03-14 02:03:00.000,SocSon,"2",1432.8700000000,I
14845,23.5000000000,89.0000000000,0.8000000000,169.0000000000,0.0000000000,2025-03-14 02:02:00.000,SocSon,"2",1432.8700000000,I
14844,23.5000000000,89.0000000000,1.4000000000,121.0000000000,0.0000000000,2025-03-14 02:01:00.000,SocSon,"2",1432.8700000000,I
14843,23.5000000000,89.0000000000,1.0000000000,121.0000000000,0.0000000000,2025-03-14 02:00:00.000,SocSon,"2",1432.8700000000,I
14842,23.5000000000,89.0000000000,2.2000000000,121.0000000000,0.0000000000,2025-03-14 01:59:00.000,SocSon,"2",1432.8700000000,I
14841,23.5000000000,89.0000000000,1.7000000000,145.0000000000,0.0000000000,2025-03-14 01:58:00.000,SocSon,"2",1432.8700000000,I
14840,23.5000000000,88.9000000000,3.9000000000,154.0000000000,0.0000000000,2025-03-14 01:57:00.000,SocSon,"2",1432.8700000000,I
14839,23.5000000000,88.9000000000,1.0000000000,169.0000000000,0.0000000000,2025-03-14 01:56:00.000,SocSon,"2",1432.8700000000,I
14838,23.5000000000,89.0000000000,1.0000000000,169.0000000000,0.0000000000,2025-03-14 01:55:00.000,SocSon,"2",1432.8700000000,I
14837,23.5000000000,89.0000000000,1.0000000000,169.0000000000,0.0000000000,2025-03-14 01:54:00.000,SocSon,"2",1432.8700000000,I
14836,23.5000000000,88.9000000000,1.7000000000,116.0000000000,0.0000000000,2025-03-14 01:53:00.000,SocSon,"2",1432.8700000000,I
14835,23.5000000000,88.9000000000,1.8000000000,145.0000000000,0.0000000000,2025-03-14 01:52:00.000,SocSon,"2",1432.8700000000,I
14834,23.5000000000,88.9000000000,2.5000000000,155.0000000000,0.0000000000,2025-03-14 01:51:00.000,SocSon,"2",1432.8700000000,I
14833,23.5000000000,89.0000000000,1.2000000000,165.0000000000,0.0000000000,2025-03-14 01:50:00.000,SocSon,"2",1432.8700000000,I
14832,23.5000000000,88.9000000000,1.8000000000,169.0000000000,0.0000000000,2025-03-14 01:49:00.000,SocSon,"2",1432.8700000000,I
14831,23.5000000000,88.8000000000,2.9000000000,169.0000000000,0.0000000000,2025-03-14 01:48:00.000,SocSon,"2",1432.8700000000,I
14830,23.5000000000,88.9000000000,2.5000000000,128.0000000000,0.0000000000,2025-03-14 01:47:00.000,SocSon,"2",1432.8700000000,I
14829,23.5000000000,88.9000000000,3.7000000000,163.0000000000,0.0000000000,2025-03-14 01:46:00.000,SocSon,"2",1432.8700000000,I
14828,23.5000000000,88.9000000000,2.3000000000,144.0000000000,0.0000000000,2025-03-14 01:45:00.000,SocSon,"2",1432.8700000000,I
14827,23.5000000000,88.8000000000,1.8000000000,137.0000000000,0.0000000000,2025-03-14 01:44:00.000,SocSon,"2",1432.8700000000,I
14826,23.5000000000,88.7000000000,2.9000000000,169.0000000000,0.0000000000,2025-03-14 01:43:00.000,SocSon,"2",1432.8700000000,I
14825,23.5000000000,88.7000000000,2.0000000000,145.0000000000,0.0000000000,2025-03-14 01:42:00.000,SocSon,"2",1432.8700000000,I
14824,23.6000000000,88.6000000000,2.7000000000,167.0000000000,0.0000000000,2025-03-14 01:41:00.000,SocSon,"2",1432.8700000000,I
14823,23.6000000000,88.6000000000,2.2000000000,163.0000000000,0.0000000000,2025-03-14 01:40:00.000,SocSon,"2",1432.8700000000,I
14822,23.6000000000,88.6000000000,2.3000000000,120.0000000000,0.0000000000,2025-03-14 01:39:00.000,SocSon,"2",1432.8700000000,I
14821,23.6000000000,88.7000000000,0.4000000000,121.0000000000,0.0000000000,2025-03-14 01:38:00.000,SocSon,"2",1432.8700000000,I
14820,23.5000000000,88.8000000000,1.5000000000,142.0000000000,0.0000000000,2025-03-14 01:37:00.000,SocSon,"2",1432.8700000000,I
14819,23.5000000000,88.6000000000,1.2000000000,217.0000000000,0.0000000000,2025-03-14 01:36:00.000,SocSon,"2",1432.8700000000,I
14818,23.5000000000,88.6000000000,1.8000000000,121.0000000000,0.0000000000,2025-03-14 01:35:00.000,SocSon,"2",1432.8700000000,I
14817,23.5000000000,88.7000000000,0.6000000000,181.0000000000,0.0000000000,2025-03-14 01:34:00.000,SocSon,"2",1432.8700000000,I
14816,23.6000000000,88.6000000000,1.2000000000,169.0000000000,0.0000000000,2025-03-14 01:33:00.000,SocSon,"2",1432.8700000000,I
14815,23.5000000000,88.7000000000,1.8000000000,121.0000000000,0.0000000000,2025-03-14 01:32:00.000,SocSon,"2",1432.8700000000,I
14814,23.6000000000,88.6000000000,0.6000000000,31.0000000000,0.0000000000,2025-03-14 01:31:00.000,SocSon,"2",1432.8700000000,I
14813,23.6000000000,88.6000000000,1.8000000000,116.0000000000,0.0000000000,2025-03-14 01:30:00.000,SocSon,"2",1432.8700000000,I
14812,23.6000000000,88.6000000000,2.5000000000,99.0000000000,0.0000000000,2025-03-14 01:29:00.000,SocSon,"2",1432.8700000000,I
14811,23.6000000000,88.6000000000,1.0000000000,165.0000000000,0.0000000000,2025-03-14 01:28:00.000,SocSon,"2",1432.8700000000,I
14810,23.6000000000,88.5000000000,0.8000000000,121.0000000000,0.0000000000,2025-03-14 01:27:00.000,SocSon,"2",1432.8700000000,I
14809,23.6000000000,88.5000000000,1.3000000000,142.0000000000,0.0000000000,2025-03-14 01:26:00.000,SocSon,"2",1432.8700000000,I
14808,23.6000000000,88.5000000000,1.2000000000,123.0000000000,0.0000000000,2025-03-14 01:25:00.000,SocSon,"2",1432.8700000000,I
14807,23.6000000000,88.5000000000,1.0000000000,141.0000000000,0.0000000000,2025-03-14 01:24:00.000,SocSon,"2",1432.8700000000,I
14806,23.6000000000,88.5000000000,1.8000000000,159.0000000000,0.0000000000,2025-03-14 01:23:00.000,SocSon,"2",1432.8700000000,I
14805,23.6000000000,88.4000000000,1.3000000000,121.0000000000,0.0000000000,2025-03-14 01:22:00.000,SocSon,"2",1432.8700000000,I
14804,23.6000000000,88.4000000000,2.0000000000,169.0000000000,0.0000000000,2025-03-14 01:21:00.000,SocSon,"2",1432.8700000000,I
14803,23.6000000000,88.4000000000,1.0000000000,121.0000000000,0.0000000000,2025-03-14 01:20:00.000,SocSon,"2",1432.8700000000,I
14802,23.6000000000,88.4000000000,0.4000000000,160.0000000000,0.0000000000,2025-03-14 01:19:00.000,SocSon,"2",1432.8700000000,I
14801,23.6000000000,88.4000000000,1.0000000000,169.0000000000,0.0000000000,2025-03-14 01:18:00.000,SocSon,"2",1432.8700000000,I
14800,23.6000000000,88.5000000000,1.4000000000,154.0000000000,0.0000000000,2025-03-14 01:17:00.000,SocSon,"2",1432.8700000000,I
14799,23.6000000000,88.5000000000,0.8000000000,121.0000000000,0.0000000000,2025-03-14 01:16:00.000,SocSon,"2",1432.8700000000,I
14798,23.6000000000,88.4000000000,1.6000000000,104.0000000000,0.0000000000,2025-03-14 01:15:00.000,SocSon,"2",1432.8700000000,I
14797,23.6000000000,88.3000000000,2.4000000000,121.0000000000,0.0000000000,2025-03-14 01:14:00.000,SocSon,"2",1432.8700000000,I
14796,23.7000000000,88.3000000000,0.6000000000,214.0000000000,0.0000000000,2025-03-14 01:13:00.000,SocSon,"2",1432.8700000000,I
14795,23.7000000000,88.4000000000,1.2000000000,73.0000000000,0.0000000000,2025-03-14 01:12:00.000,SocSon,"2",1432.8700000000,I
14794,23.6000000000,88.5000000000,0.2000000000,79.0000000000,0.0000000000,2025-03-14 01:11:00.000,SocSon,"2",1432.8700000000,I
14793,23.6000000000,88.5000000000,0.6000000000,145.0000000000,0.0000000000,2025-03-14 01:10:00.000,SocSon,"2",1432.8700000000,I
14792,23.6000000000,88.6000000000,0.4000000000,145.0000000000,0.0000000000,2025-03-14 01:09:00.000,SocSon,"2",1432.8700000000,I
14791,23.6000000000,88.6000000000,0.0000000000,145.0000000000,0.0000000000,2025-03-14 01:08:00.000,SocSon,"2",1432.8700000000,I
14790,23.6000000000,88.6000000000,0.8000000000,145.0000000000,0.0000000000,2025-03-14 01:07:00.000,SocSon,"2",1432.8700000000,I
14789,23.6000000000,88.6000000000,1.2000000000,136.0000000000,0.0000000000,2025-03-14 01:06:00.000,SocSon,"2",1432.8700000000,I
14788,23.6000000000,88.6000000000,1.7000000000,133.0000000000,0.0000000000,2025-03-14 01:05:00.000,SocSon,"2",1432.8700000000,I
14787,23.6000000000,88.7000000000,0.6000000000,109.0000000000,0.0000000000,2025-03-14 01:04:00.000,SocSon,"2",1432.8700000000,I
14786,23.5000000000,88.6000000000,0.2000000000,25.0000000000,0.0000000000,2025-03-14 01:03:00.000,SocSon,"2",1432.8700000000,I
14785,23.5000000000,88.5000000000,1.0000000000,145.0000000000,0.0000000000,2025-03-14 01:02:00.000,SocSon,"2",1432.8700000000,I
14784,23.6000000000,88.5000000000,1.0000000000,169.0000000000,0.0000000000,2025-03-14 01:01:00.000,SocSon,"2",1432.8700000000,I
14783,23.6000000000,88.5000000000,1.5000000000,169.0000000000,0.0000000000,2025-03-14 01:00:00.000,SocSon,"2",1432.8700000000,I
14782,23.6000000000,88.6000000000,1.0000000000,135.0000000000,0.0000000000,2025-03-14 00:59:00.000,SocSon,"2",1432.8700000000,I
14781,23.6000000000,88.6000000000,0.2000000000,169.0000000000,0.0000000000,2025-03-14 00:58:00.000,SocSon,"2",1432.8700000000,I
14780,23.6000000000,88.5000000000,0.9000000000,169.0000000000,0.0000000000,2025-03-14 00:57:00.000,SocSon,"2",1432.8700000000,I
14779,23.6000000000,88.5000000000,0.8000000000,169.0000000000,0.0000000000,2025-03-14 00:56:00.000,SocSon,"2",1432.8700000000,I
14778,23.6000000000,88.5000000000,1.6000000000,72.0000000000,0.0000000000,2025-03-14 00:55:00.000,SocSon,"2",1432.8700000000,I
14777,23.6000000000,88.6000000000,0.0000000000,169.0000000000,0.0000000000,2025-03-14 00:54:00.000,SocSon,"2",1432.8700000000,I
14776,23.6000000000,88.6000000000,0.0000000000,169.0000000000,0.0000000000,2025-03-14 00:53:00.000,SocSon,"2",1432.8700000000,I
14775,23.5000000000,88.7000000000,0.0000000000,169.0000000000,0.0000000000,2025-03-14 00:52:00.000,SocSon,"2",1432.8700000000,I
14774,23.5000000000,88.8000000000,0.2000000000,169.0000000000,0.0000000000,2025-03-14 00:51:00.000,SocSon,"2",1432.8700000000,I
14773,23.5000000000,88.7000000000,0.8000000000,110.0000000000,0.0000000000,2025-03-14 00:50:00.000,SocSon,"2",1432.8700000000,I
14772,23.5000000000,88.8000000000,0.8000000000,169.0000000000,0.0000000000,2025-03-14 00:49:00.000,SocSon,"2",1432.8700000000,I
14771,23.5000000000,88.8000000000,0.8000000000,165.0000000000,0.0000000000,2025-03-14 00:48:00.000,SocSon,"2",1432.8700000000,I
14770,23.5000000000,88.7000000000,1.2000000000,145.0000000000,0.0000000000,2025-03-14 00:47:00.000,SocSon,"2",1432.8700000000,I
14769,23.5000000000,88.6000000000,1.8000000000,121.0000000000,0.0000000000,2025-03-14 00:46:00.000,SocSon,"2",1432.8700000000,I
14768,23.5000000000,88.6000000000,1.4000000000,97.0000000000,0.0000000000,2025-03-14 00:45:00.000,SocSon,"2",1432.8700000000,I
